Name,lat,lon,Routes
Michigan & 118th Street,41.679994781,-87.62066428700001,"34,119"
State & 68th Street,41.771087693000005,-87.62525994100001,29
Lake Shore & North Ave,41.910497000999996,-87.626316999,151
Damen & Le Moyne,41.908298910999996,-87.677460269,50
Marine Drive & Winona/Carmen,41.974795,-87.651628,"136,146,148"
Austin & 59th Street,41.785275,-87.771847,55A
Kedzie & 82nd Street,41.744409000000005,-87.702315,52A
Western & Thorndale,41.988696999999995,-87.689745001,49B
59th Street & Springfield,41.78592673,-87.720622119,59
61st Street & Wabash,41.783675273,-87.623949541,59
115th Street & Wallace,41.685097761,-87.63750516299999,115
609 W 59th Street,41.787050224,-87.640219282,59
51st Street & Paulina,41.801226,-87.667263,51
95th Street & Dorchester,41.722190074000004,-87.59076704799999,"N5,95,100"
Homan & Carroll,41.887368901,-87.71110360899999,82
Halsted & 108th Street,41.697655001,-87.64243,"8A,108"
Halsted & 68th Street,41.770487488,-87.64446722299999,8
87th Street & Kostner,41.73452004,-87.731752858,87
Yale & 61st Street,41.78378,-87.63195999999999,24
Wentworth & 70th Street,41.76742,-87.629869999,24
111th Street & Sacramento,41.691697,-87.696001,112
95th Street & Princeton,41.721738,-87.631197001,"N9,95,108,112"
63rd Street & Sayre,41.777488554,-87.795877066,63W
76th Street & Ford City Movie Theatre,41.754341439,-87.733927432,"54B,79"
119th Street & Laflin,41.677632799,-87.658821199,119
54th/Cermak Pink Line Station,41.851695293,-87.757666523,"21,N60"
Central Street & Prospect,42.064700191,-87.725468249,"201,206"
87th Street & Karlov,41.734933008,-87.723791678,87
Chicago & Springfield,41.895350171,-87.723703719,66
Irving Park & Kilbourn,41.9533972,-87.740787044,"54A,80"
12243 S Avenue O,41.672708692,-87.540165319,30
Malcolm X College,41.877439883,-87.67402389200001,126
Division & Waller,41.902045,-87.768186,70
King Drive & 51st Street,41.802358743,-87.61601050899999,3
Kedzie & 71st Street,41.764548837,-87.70270397200001,52A
Ashland & 53rd Street,41.797598903,-87.66454744100001,9
87th Street & Anthony,41.737082001,-87.568997,87
Harrison & Kostner,41.873764348,-87.735495871,7
Jackson & Paulina,41.877524404,-87.66899047,126
North Ave & Sheffield,41.910768259,-87.65314689200001,"N9,72"
Irving Park & Neenah,41.952768972,-87.79101657700001,80
Jackson & Western,41.877489421,-87.68602572,126
Harrison & Sacramento,41.873689755,-87.701048787,7
Garfield & Wood,41.793539607,-87.669186619,55
Belmont & Keeler,41.938925558,-87.731748279,77
Diversey & Kilbourn,41.931565,-87.73935,76
Diversey & Logan,41.932105153,-87.684016814,76
Armitage & California,41.917426,-87.697299,73
Grand & Damen,41.890759789,-87.677020718,65
Peterson & Forest Glen,41.989904001,-87.742636999,84
300 W Division,41.903897256,-87.636557993,70
59th Street & Kildare,41.785922881,-87.730154448,59
65th Street & Oak Park,41.773938665,-87.790777674,165
900 W 115th Street,41.685120603,-87.645233944,115
Irving Park & Campbell,41.954096,-87.69079100100001,80
Madison & Francisco,41.881103,-87.698552,20
79th Street & Bennett,41.751621267,-87.57827893299999,79
87th Street & Kedzie,41.735367692,-87.701732335,87
63rd Street & Kenwood,41.780610513,-87.59292410100001,63
North Ave & Leclaire,41.909646635,-87.752520716,72
18th Street & Sangamon,41.858110034,-87.649749704,18
63rd Street & Natchez,41.777700898,-87.78360207600001,63W
Armitage & Wood,41.917911,-87.67263099899999,73
Irving Park & Lockwood,41.95336995,-87.759484219,80
95th Street & Laflin,41.721353001,-87.660064999,"N9,95"
Caldwell & Lenox,41.992428725,-87.756155784,84
Cottage Grove & 71st Street/South Chicago,41.766223335,-87.605722907,4
Pulaski & 49th Street,41.804291,-87.723544999,53A
Cottage Grove & 51st Street,41.80233514,-87.606530065,4
Kedzie & Cermak,41.851619688,-87.705338056,52
Emerald & Root,41.818776313,-87.644650801,43
Pulaski & 36th Street,41.828999269,-87.724290131,53A
Sheridan & Sherwin,42.014824039000004,-87.664693989,147
King Drive & 49th Street,41.805587103,-87.61659074100001,3
Pulaski & Berteau,41.95718824,-87.72781208200001,53
Archer & 49th Street/Avers,41.804293247,-87.720345229,62
California & Fullerton,41.924594414,-87.697495645,52
Lehigh & Central,41.995455819,-87.764612075,85A
Kimball & Peterson,41.990482599,-87.714085584,82
Blue Island & Wood,41.850353058,-87.67127208,60
King Drive & Oakwood Boulevard,41.82260008,-87.61703619200001,3
Damen & Congress,41.875137471,-87.676642389,"50,126"
Jeffery & 75th Street,41.758627073,-87.576221546,"J14,15"
Avenue O & 133rd Street,41.653704858000005,-87.53997252200001,30
Archer & Pershing/Rockwell,41.823192005,-87.68957679200001,"39,62"
Ashland & 83rd Street,41.742932315,-87.663102225,"9,X9"
Cicero & Berteau,41.956994171,-87.747259329,"54,54A"
State & 61st Street,41.784040000000005,-87.62531699899999,29
Clark & Foster,41.976275381,-87.66851485,22
Desplaines & Harrison Terminal,41.874442838,-87.644345479,"36,125"
Halsted & Roscoe,41.943529,-87.649305,8
California & 35th Street,41.829938385,-87.69466457,"35,94"
State & 91st Street,41.728900795,-87.62387241799999,29
Broadway & Elmdale,41.991049549,-87.660183747,36
State & 11th Street,41.869159674,-87.627326429,"29,62,130,146"
Dearborn & Polk,41.87250511,-87.629050985,"22,62"
Madison & Homan,41.880840635,-87.71073049200001,20
63rd Street & Central,41.777991048000004,-87.761310909,63W
Chicago & Clark,41.896533821,-87.631362667,66
35th Street & King Drive,41.831022397,-87.61762453,"4,35"
75th Street & Vincennes,41.758059205,-87.63165333200001,75
Racine & Taylor,41.869306901,-87.656659845,60
Fullerton & Kimball,41.92478637,-87.71186756899999,74
Irving Park & Elston/Monticello,41.953878213,-87.71896504899999,80
Montrose & Lavergne,41.960703912,-87.75227526100001,78
69th Red Line Station,41.768843763,-87.62552269,"29,67"
Irving Park & Clark,41.954452976,-87.662072799,"80,X9"
47th Street & Pulaski,41.807950536999996,-87.72388424200001,47
87th Street Red Line Station,41.736411198,-87.624765734,87
Pratt & Sheridan,42.005626430999996,-87.661189421,155
Lunt & Ridge,42.008887624,-87.68166487,96
King Drive & 29th Street,41.841867387,-87.617647141,3
South Chicago & 87th Street/Yates,41.737352659,-87.56612085100001,30
36th Street & Kedzie Terminal,41.828436071999995,-87.70501149299999,35
Michigan & Harrison,41.874559596,-87.62437371799999,"1,3,4,J14,26,28"
Austin & Montrose,41.960426,-87.77709,91
Nagle & Avondale/Somerset,41.984440849,-87.787770264,86
74th Street & Damen Terminal,41.759523769,-87.673753638,75
State & 45th Street,41.812829119,-87.62629628299999,29
Avenue O & 114th Street,41.6883473,-87.54022545299999,30
Halsted & 30th Street,41.8399,-87.64634699999999,8
Brainard & Brandon,41.648376332,-87.545912676,30
Lehigh & Devon,41.997410725,-87.765916623,85A
Archer & Austin,41.794097756,-87.772222249,"62,62H"
Pulaski & 15th Street,41.860487588000005,-87.725092921,53
Garfield & Oakley,41.793906,-87.681121999,55
Cermak & Home,41.850558,-87.798156,"21,322"
Cermak & Austin,41.85091605,-87.773543844,"21,322"
North Ave & Paulina,41.910683672,-87.67009398299999,72
Touhy & Albany,42.011962063,-87.70663944399999,96
Harlem & Agatite,41.961371366,-87.80737215299999,90
Austin Blue Line Station,41.871101925,-87.774365907,91
Kimball & Bloomingdale,41.913417001,-87.71186199899999,82
Irving Park & Cumberland Terminal,41.952222987,-87.837534803,80
Damen & Fulton,41.886851,-87.676849,50
Milwaukee & Foster,41.974613871,-87.767007083,"85,85A"
Northwest Hwy & Neva,41.9958,-87.8047,68
Halsted & 84th Street,41.741593658,-87.643871686,8A
Archer & Arch,41.840820188,-87.659452001,62
Archer & Brighton,41.821387064,-87.692525694,62
Kedzie & 98th Street,41.715399748,-87.701737105,52A
Belmont & Octavia,41.937897199,-87.808937594,77
115th Street & Ashland,41.684760675999996,-87.661170775,115
Broadway & Aldine,41.9423,-87.644539999,36
Nagle & Peterson,41.990348421,-87.787670805,86
Caldwell & Leader,41.991427502,-87.754007209,84
Pulaski & George,41.933751858,-87.72713148700001,53
Archer & California,41.819817092,-87.694684785,62
Higgins & Montclare,41.980672932,-87.804563675,88
Cicero & Hiawatha,41.993077000999996,-87.748411999,54A
Harlem & 64th Place,41.774982335,-87.800897798,"63W,165"
Austin & Altgeld,41.92573,-87.775849999,91
S. Shore Drive & 80th Street,41.750039064,-87.54807827,"N5,26,71"
Blue Island & Paulina,41.851189464,-87.66859773799999,60
Skokie Blvd & Church,42.047743333,-87.747041667,"54A,97"
Damen & 52nd Street,41.799095673000004,-87.674550703,48
Central & Adams,41.878411,-87.764848001,85
Clarendon & Cuyler,41.955859281,-87.64980180299999,"135,148"
4242 N Sheridan,41.959340999999995,-87.654718,151
Ridge & Washington,42.03286713,-87.68669104899999,"201,206"
Avenue C & 111th Street,41.693691565,-87.52709394200001,100
South Chicago & Harper,41.752854168,-87.587664501,30
Cottage Grove & 50th Street,41.804201635,-87.606551467,4
Racine & Garfield,41.793385229,-87.654941936,44
Austin & Le Moyne,41.907355239,-87.77561302,91
Northwest Hwy & Ogallah,42.000890999999996,-87.81338000000001,68
Lafayette & 82nd Street,41.745585001,-87.625728001,29
7100 S Cicero,41.764445614,-87.742112111,54B
Archer & Poplar,41.844253951,-87.65235404,62
Dodge & Cleveland,42.030244038,-87.699352384,"93,206"
Delphia & Catalpa,41.979315,-87.841559,81W
Homan & 13th Street,41.864595,-87.710553999,82
S Hyde Park & 56th Street,41.793501914000004,-87.58394846700001,"6,28,55"
Central & Iowa,41.896749,-87.765528999,85
Fairbanks & Huron,41.895127,-87.62037499899999,"3,66,120,121,157"
Damen & Ohio,41.892183,-87.676854,50
Central Park & 24th Street,41.847938,-87.71481599799999,82
Pulaski & Le Moyne,41.908173015,-87.726574725,53
Vincennes & Edmaire,41.686617248000005,-87.666544055,111
Austin & Wilson,41.964045,-87.777212,91
Milwaukee & Maplewood,41.919076439,-87.691256445,56
Laramie & Huron,41.893076,-87.755593,57
King Drive & 62nd Street,41.782230579,-87.61559900799999,3
Irving Park Blue Line Station,41.951909852,-87.72737535600001,53
Ridgeland & Berkshire,41.903757748000004,-87.78405621899999,86
Damen & Barry,41.937851,-87.67836300100001,50
Washtenaw & 15th Street,41.860990001,-87.693176,"18,157"
Racine & 65th Street,41.775916959,-87.654309221,44
Pulaski & Elston,41.95986511,-87.727875967,53
Ewing & 106th Street,41.702845565,-87.535381226,"26,30"
Roosevelt & Paulina,41.866690567,-87.669007743,12
Grand & Kingsbury,41.891427385,-87.63996747899999,65
Central Street & McDaniel,42.064245422,-87.70774260200001,"201,206"
95th Street & Greenwood,41.722054329,-87.597312685,100
16th Street & California,41.859180361,-87.69555151700001,"18,157"
Madison & Spaulding,41.880887,-87.708722001,20
Chicago & Sangamon,41.896267556,-87.651262545,66
Oakton & Wesley,42.026544573,-87.692401867,206
103rd Street & Aberdeen,41.706787454,-87.650287291,103
79th Street & Sacramento,41.74976418,-87.697619805,79
79th Street & Campbell,41.749978001,-87.685499999,79
Museum of Science & Industry,41.791666409,-87.58353244,"10,55"
Lawrence & Chester,41.966439183,-87.83920143600001,81W
Van Buren & Paulina,41.876372625,-87.66949367,126
Madison & Leavitt,41.8812956,-87.68187052799999,20
Madison & Oakley,41.881261324,-87.684249624,20
Lawrence & Wolcott,41.968874759,-87.67651845399999,81
Lawrence & Damen,41.968841185,-87.679463616,81
Lawrence & Wolcott,41.968720296,-87.675958112,81
Western & Sunnyside,41.962952846,-87.68886244299999,49
Western & Grace,41.950151282,-87.68847991700001,49
Montrose & Western,41.961260492,-87.68831156,78
Montrose & Damen,41.961534078,-87.679237246,78
Damen & 66th Street,41.773704497,-87.673826921,48
60th Street & Kimbark,41.786108274,-87.59405737799999,2
95th Street & King Drive,41.721796688000005,-87.613668768,3
Chicago State University,41.721068001,-87.608898,"3,4"
Ridge & Lee,42.035939672,-87.68732276899999,"201,206"
Ridge & Crain,42.039481118000005,-87.68808936299999,"201,206"
Ridge & Austin,42.025446784,-87.685162336,"201,206"
South Chicago & 89th Street,41.733241291,-87.56039900399999,30
Cottage Grove & Lyon,41.724292999999996,-87.604637,"4,N5,95"
Milwaukee & Wabansia,41.912615903,-87.680828689,56
Damen & Churchill,41.914796,-87.67762600100001,50
Belmont & Cumberland Terminal,41.937266723,-87.83553813700001,77
Wallace & 28th Street,41.843624795,-87.64164192,44
Archer & Pope John Paul II/43rd St,41.815198301,-87.702606925,62
Damen & 73rd Street,41.761239,-87.673509001,"48,94"
Clark & Wisconsin,41.916712838,-87.63516370200001,"22,36,73"
Avenue C & 108th Street,41.699138438,-87.52704667,100
Pulaski & 94th Street,41.722339493,-87.721455189,53A
Western & Belle Plaine,41.955953287,-87.68865361799999,49
Jeffery & 72nd Street,41.764245412,-87.576415273,"N5,15"
King Drive & 94th Street,41.723499982,-87.61422905200001,3
Buffalo & 88th Street,41.735802000999996,-87.54446800000001,87
Higgins & Newland,41.979644294,-87.799883576,88
Vincennes & Ashland,41.69455623,-87.661717046,112
Austin & Superior,41.893714761,-87.77517517,91
S. Shore Drive & 74th Street,41.762155152,-87.55880170799999,"6,26"
Cicero & State Road,41.758952141,-87.74187044899999,54B
Neva & North Ave,41.909026000000004,-87.804009999,72
Dodge & Warren,42.027522585999996,-87.69948434,"93,206"
Archer & Hamlin,41.805474687,-87.718464182,62
Harlem & Oak,41.892368295,-87.80525962,"90,307,318"
Archer & Spaulding,41.812993696,-87.70624384,62
Cicero & Marquette Rd,41.771321717,-87.74223120799999,54B
Higgins & Marmora,41.972456709,-87.775936718,88
Washington & Summit,42.007729516,-87.826796614,68
Niles Center & Greenleaf,42.037225494,-87.74966424899999,97
Halsted & 42nd Street,41.817582919,-87.64585549799999,"8,44"
Vincennes & Edmaire,41.686787783,-87.666624668,111
Cottage Grove & 48th Street,41.807852000000004,-87.606595,4
McCormick & Pratt,42.004704686,-87.711726196,"82,96"
Belmont & Spaulding,41.939395726,-87.709957378,77
North Ave & Drake,41.910114095,-87.714711605,72
Michigan & 96th Street,41.720053839,-87.620639224,"34,103,106,119"
Ellis & 132nd Place,41.655033456,-87.59687169799999,34
Lincoln & Sacramento,41.988701001,-87.704385001,11
6933 N Kedzie,42.007371346,-87.709274881,11
Michigan & 105th Street,41.70360933,-87.620723586,"34,119"
Michigan & Kensington,41.684024536,-87.62077605399999,"34,119"
Avenue O & Veteran's Drive (12400 S),41.667893367,-87.53909480600001,30
Cicero & Byron,41.951641717,-87.74737750700001,54
Western & Huron,41.893800509,-87.686881605,49
Ridgeland & Division,41.901934297,-87.78487008799999,86
Houston & 91st Street,41.729914047,-87.54994926399999,30
9177 S South Chicago (CHA Building),41.72875,-87.553779,30
Austin & Wabansia,41.911155,-87.775358,91
Racine & 50th Street,41.803368516,-87.65519439799999,44
Central & Indian Road,41.98873304,-87.766891135,85A
South Chicago & Jeffery,41.744895875,-87.576203318,30
S. Shore Drive & 82nd Street,41.746379906,-87.54800256200001,"N5,26,71"
King Drive & 72nd Street,41.763749874,-87.61532558299999,3
Stony Island & Anthony,41.749021328000005,-87.58595909200001,28
Western & North Shore,42.003269058,-87.690139859,49B
4102 S Western,41.819293001,-87.684795,49
3000 S Michigan,41.84048,-87.62354499899999,"1,4"
Jefferson Park Transit Center,41.969746624,-87.76169065,81W
Western & Le Moyne,41.908367024,-87.687301053,49
Lawrence & Campbell,41.968670872,-87.691344214,81
65th Street & Nashville,41.77401787,-87.78590449200001,165
Armitage & Albany,41.917473878,-87.70510783700001,73
State & 23rd Street,41.850827,-87.626922,29
King Drive & 82nd Street,41.745748037,-87.61461065299999,3
Ashland & Webster,41.921124268,-87.66870124799999,9
Perry & 79th Street Terminal,41.751073001,-87.627593,"8A,24"
Kimball & North Ave,41.910213144000004,-87.711948279,82
Michigan & Cermak,41.852512851,-87.623909051,"1,4"
Cottage Grove & Marquette Rd,41.775048700999996,-87.60592022700001,4
Archer & Kedzie,41.814324735999996,-87.704057172,62
Division & Halsted,41.903711531,-87.64798994,70
Foster & Laramie,41.975264001,-87.757668001,92
North Ave & Laramie,41.909607864,-87.755530805,72
Division & California,41.902988181,-87.697178136,70
51st Street & Rockwell,41.801110164,-87.68903718799999,"51,94"
Roosevelt & St. Louis,41.866404588,-87.712873625,12
93rd Street & Stony Island,41.726077148,-87.584832104,"N5,95"
103rd Street & Prospect,41.706757456999995,-87.66197583700001,103
Peterson & Lincoln,41.990508124,-87.70729649299999,84
Irving Park & Pine Grove,41.954648205,-87.648141795,"135,148"
Armitage & Clark,41.918441019,-87.636446152,73
Irving Park & Ravenswood,41.954313874,-87.67362183200001,80
59th Street & Wentworth,41.787345059,-87.630152074,59
Roosevelt & Central Park,41.86636951,-87.715775129,12
Addison & Damen,41.946929212,-87.678367011,152
Ashland & Division (Blue Line),41.903510368,-87.667657526,"9,X9"
Marine Drive & Irving Park,41.954204366999996,-87.64526198600001,146
Higgins & Nagle,41.976301411,-87.787705664,88
Lake Shore & Goethe,41.905654,-87.62531,151
Harlem & Higgins,41.980787143,-87.80713047299999,90
Nagle & Higgins,41.976450547,-87.787945915,86
Pulaski & 25th Street,41.845928958,-87.724693429,53
Kedzie & 53rd Street,41.797060118000005,-87.703740755,"52,52A"
Halsted & Addison,41.947136628,-87.649572158,8
Damen & 57th Street,41.79035023,-87.674274279,48
Ashland & 35th Street,41.830631800999996,-87.665713063,"9,X9"
Damen & Polk,41.871604321999996,-87.676491074,50
Sheridan & Irving Park,41.954298116,-87.654611086,"151,X9"
Homan & Lake,41.884699,-87.711166,82
Archer & 47th Street,41.808043806,-87.714260071,62
Northwest Hwy & Foster,41.9757993,-87.769717252,68
King Drive & 41st Street,41.820059804,-87.617012762,3
California & 24th Boulevard,41.847993816,-87.695419351,94
Sheridan & Glenlake,41.992166999999995,-87.655528,"136,147,151"
Michigan & Jackson,41.878429,-87.62444599999999,"3,4,J14,26,143,147"
Lincoln & Armitage/Sedgwick,41.918438249,-87.639110887,37
Pulaski & 71st Street,41.764199696,-87.722520532,53A
Halsted & 101st Street,41.71071,-87.643022999,"8A,108"
Cicero & North Ave,41.909315616,-87.746255865,54
Pulaski & 63rd Street,41.778780978,-87.7229168,53A
Halsted & 87th Street,41.735572878,-87.643734379,8A
California & Pratt,42.004923,-87.699895001,93
California & Marquette Rd,41.771921561,-87.693306972,94
California & Chicago,41.895833,-87.696625,52
Austin & 55th Street,41.792356,-87.772132999,55A
State & 31st Street,41.838196837,-87.62643615100001,"29,31"
Ashland & Taylor,41.868993221,-87.666599067,"9,X9"
Wells & Grand,41.891718428000004,-87.634161335,"37,125"
Lake Shore & Cornelia,41.946618533,-87.64237815700001,"135,146,151"
Ridge & Broadway/Bryn Mawr,41.983714054000004,-87.660337147,84
Western & Warren,41.882192586,-87.68659653200001,49
King Drive & 87th Street,41.736341755,-87.61459114600001,3
Western & Grand,41.890785323,-87.686820717,"49,X49"
Homan & Hirsch,41.906503,-87.71185900100001,82
Kedzie & Chicago,41.895365999999996,-87.706630999,52
Stony Island & 87th Street,41.737075978,-87.58573706899999,28
Clark & Bryn Mawr,41.983584246,-87.668866434,50
Michigan & 18th Street,41.857645776,-87.624041076,"1,3,4"
Higgins & Harlem,41.980874836,-87.806360175,88
Pershing & King Drive,41.823768373,-87.61653684,39
63rd Street & Melvina,41.77770702,-87.776518417,63W
Madison & Wood,41.881328404,-87.671863054,20
Illinois (Lower) & St. Clair,41.890948389,-87.622123679,"29,65,120,121"
Division & Keeler,41.902520408,-87.731006206,70
Addison & Lincoln,41.946854528,-87.673389376,152
79th Street & St. Lawrence,41.751157000999996,-87.610235,79
63rd Street & Ashland (Green Line),41.779412745,-87.663849947,63
Diversey & Laramie,41.931345,-87.75651399899999,76
Lunt & Ridge,42.008917692,-87.682038949,96
Harrison & Western,41.873823339,-87.68640800200001,7
Devon & Glenwood,41.998065120999996,-87.66558974799999,"36,151,155"
Chicago & Central,41.894930126,-87.76526377799999,66
Howard & Ridge,42.019551898,-87.684398039,"97,201,206"
16th Street & Kedzie,41.85913506,-87.705330555,18
Armitage & Central Park,41.917339595,-87.716666495,73
79th Street & Kostner,41.749447001,-87.731415,79
Adams & Canal,41.879358,-87.639400999,"1,7,28,121,126,130,151,156"
Peterson & Central Park,41.990306531,-87.718653779,84
Chicago & Sacramento,41.895666588000005,-87.702641427,"52,66"
Harrison & Laramie,41.873018396999996,-87.754650668,"7,57"
Cermak & Western,41.852104252,-87.68616097200001,21
Howard & Custer,42.019502147,-87.680280449,"97,201,206"
Pershing & Wood,41.823277753,-87.670121085,39
Garfield & Loomis,41.794145863000004,-87.66009318399999,55
Wilson & Clarendon,41.965436577,-87.65014913600001,78
Division & Lavergne,41.902246327,-87.75061542600001,70
51st Street & Wood,41.801203001,-87.669691,51
Chicago & Central,41.894790432,-87.765523919,66
North Ave & Clybourn/Halsted (Red Line),41.91083785,-87.64897589,"N9,72"
Pershing & California,41.822709514,-87.694779596,39
79th Street & Ellis,41.751397236,-87.600225794,79
Lawrence & Broadway,41.96909402,-87.65993993200001,81
111th Street & Central Park,41.691479111,-87.71039424899999,112
51st Street & Western Boulevard,41.801182512,-87.683481786,51
Diversey & Lavergne,41.931561663000004,-87.75136143700001,76
Grand & Sacramento,41.896863626999995,-87.70280055399999,"65,94"
Diversey & Sayre,41.930893084000004,-87.80083523100001,76
Pulaski & Bryn Mawr,41.983052843,-87.72834989799999,53
Western & Belmont/Clybourn,41.939640030999996,-87.687890671,"49,X49"
King Drive & 25th Street,41.847657706999996,-87.61729198399999,"3,21"
Addison & Elston,41.946669521,-87.709086374,152
Montrose & Elston,41.960998815,-87.729566983,78
59th Street & Damen,41.786695153000004,-87.67395544799999,59
Madison & Cicero,41.880609336999996,-87.745122811,20
Diversey & Southport,41.932564185,-87.663647821,76
Damen & Foster,41.975919429,-87.679296444,50
State & 24th Street,41.849448299,-87.626899042,29
Fullerton & Lavergne,41.924085824,-87.75132597700001,74
26th Street & California Avenue,41.844627571,-87.69534677799999,60
35th Street & State (Green Line),41.830952466999996,-87.626171686,35
79th Street & Vincennes,41.750709451999995,-87.63445710100001,"8A,79"
Grand & Halsted/Milwaukee (Blue Line),41.891115194,-87.64777714700001,65
Ashland & Augusta,41.899870599,-87.667266683,9
California & Cermak,41.852097416999996,-87.6953703,94
Clark & Dickens,41.920075429,-87.637030884,"22,36"
Lake Park & 55th Street,41.795324766,-87.587629838,"15,28"
Ellis & Oakwood,41.823083068,-87.60458991799999,39
Archer & Loomis/Fuller,41.84166496,-87.657691865,62
Damen & Blue Island,41.848831666,-87.67565528600001,50
Stockton & Fullerton,41.925476,-87.636161,"151,156"
Laramie & Madison,41.880580821,-87.755152527,57
Stony Island & 65th Street,41.777074966,-87.58646976700001,"6,15,28"
Sheridan & Wellington,41.936757001,-87.639359001,"77,134,143,151,156"
King Drive & 41st Street,41.820418161999996,-87.616757195,3
103rd Street & Longwood,41.706619373,-87.670536835,103
103rd Street & Cottage Grove,41.707507099000004,-87.60630218200001,"34,106"
103rd Street & Halsted,41.706979063,-87.64320272100001,103
Van Buren & Racine,41.876575831,-87.65680351600001,126
26th Street & King Drive,41.845784382,-87.617869504,21
Irving Park & Rockwell,41.954105551,-87.69306339100001,80
79th Street & Kilpatrick,41.74930422,-87.738794205,79
111th Street & Wentworth,41.692479191,-87.627531231,111
63rd Street & Sacramento,41.77896466,-87.698413159,63
Armitage & Cicero,41.916863236,-87.74630316700001,73
47th Street & California,41.808217502,-87.693832139,94
43rd Street & King Drive,41.816552768,-87.616352939,43
North Ave & Keeler,41.909711297,-87.731525169,72
43rd Street & Lake Park,41.816892915,-87.598893439,43
Irving Park & Kostner,41.953435021,-87.738132555,"54A,80"
63rd Street & Kedzie,41.778893871,-87.703270729,63
Division & California,41.902860577,-87.696743111,70
Devon & Western,41.997645506,-87.69009024,155
Cermak & Kostner,41.851254139,-87.734718906,21
95th Street & Michigan,41.721675944,-87.620736056,"N5,34,95,100,103,106,111,115,119"
115th Street & Halsted,41.685012719,-87.64233559,115
69th Street & Wentworth,41.769005576,-87.630060385,"67,169"
51st Street & Western Avenue,41.80108284,-87.684443809,51
Michigan & 26th Street,41.845887656,-87.623320188,"1,4,21"
Pulaski & 19th Street,41.855161959,-87.724760535,53
Pulaski & Wilson,41.964792562,-87.727832325,53
King Drive & 73rd Street,41.761942154,-87.615119386,3
Ashland & Fullerton,41.925308607,-87.66800761299999,"9,X9"
69th Street & Normal,41.769009000000004,-87.636967,67
Grand & Franklin,41.891664943,-87.635461114,65
Chicago & Leavitt,41.895898277,-87.682153416,66
Sheridan & Barry,41.937881478,-87.63939890399999,"77,134,143,151,156"
Cottage Grove & 40th Street,41.821357,-87.60677199999999,4
Racine & 79th Street,41.750759805,-87.65365407799999,44
Ashland & 35th Street,41.830386411999996,-87.66542064,"9,X9"
Cicero & Irving Park/Milwaukee,41.953159474,-87.747189509,54
Delphia & Bryn Mawr,41.980948951,-87.8415783,81W
California & Cermak,41.852000491,-87.695527831,94
Broadway & Irving Park,41.954683142,-87.65069674799999,36
Clark & Southport,41.957311912,-87.66392910799999,22
Cicero & Wrightwood,41.928415775,-87.74632608,54
Austin & Madison,41.880347175,-87.77457710899999,91
Michigan & Congress,41.875540199,-87.624126301,"1,3,4,6,J14,26,28"
Northwest Hwy & Bryn Mawr,41.982793236999996,-87.78189516399999,68
Austin & Grand,41.920761021,-87.775520255,91
Narragansett & 55th Street,41.792156918,-87.781701052,55N
S. Shore Drive & 79th Street,41.752079084,-87.548303141,"N5,6,26,71"
Indiana & 16th Street,41.86040604,-87.62252790299999,12
Harlem Blue Line Station,41.982296303000005,-87.807122075,88
Western & Armitage,41.917671016999996,-87.68753554799999,49
Halsted & 61st Street,41.783195579,-87.64477528,8
King Drive & 31st Street,41.838542921,-87.61755621799999,3
State & Pershing,41.823611935,-87.626299427,29
King Drive & 79th Street,41.751306527,-87.614871507,3
Pulaski & 63rd Street,41.778528486,-87.72260073,53A
Belmont & Halsted Terminal,41.940219112,-87.648768511,"77,151,156"
Narragansett & Addison,41.945578000000005,-87.786224999,86
Jeffery & 87th Street,41.736960562,-87.57562565100001,"J14,15"
Laramie & Ohio,41.891163001,-87.75538399999999,57
California & Ogden,41.861134576,-87.695662031,94
Cicero & Archer,41.798471474,-87.74273032,"54B,62"
Central & Higgins,41.970150643000004,-87.767455864,85
King Drive & 35th Street,41.831465673000004,-87.61685334200001,3
Sheridan & Irving Park,41.954645821999996,-87.654477451,151
Homan & Augusta,41.89906,-87.71147999899999,82
87th Street & South Chicago,41.737253163000005,-87.56642825600001,87
Diversey & Cicero,41.931607208,-87.74637133700001,76
Ashland & 18th Street,41.858066087,-87.66600158899999,"9,X9"
Lawrence & California,41.968601215999996,-87.698883908,81
Foster & Kedzie,41.975825252,-87.708449462,"92,93"
47th Street & Kedzie,41.808186858,-87.70425837399999,47
Grand & Damen,41.890924352,-87.676720641,65
26th Street & Kedzie,41.844565226,-87.705221479,60
Belmont & Oak Park,41.938244337,-87.79558107,77
Touhy & Sacramento,42.012047560999996,-87.704248984,96
60th Street & Stony Island,41.786189353000005,-87.586941042,59
Fullerton & Menard,41.923983938,-87.77112314200001,74
Jackson & Homan,41.877353149,-87.71111732799999,126
95th Street & Halsted,41.72136,-87.643419999,
Belmont & Laramie,41.938646603,-87.756369486,77
Irving Park & Western,41.953924856,-87.68816718299999,80
Wentworth & 70th Street,41.767140000000005,-87.62974199899999,24
Vincennes & 78th Street,41.752868,-87.63377,24
Wentworth & 66th Street,41.774693,-87.63008,24
3200 S Wentworth,41.836478,-87.631677,"24,31"
Michigan & 14th Street,41.863883,-87.624185,"1,3,4"
Milwaukee & Lawrence,41.967716309000004,-87.760690666,56
Wells & 51st Street,41.801612268,-87.632057879,24
111th Street & Stewart,41.692422033,-87.633082751,111
Foster & Spaulding,41.97566,-87.711223,"82,92"
